Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point
2018/12/19 08:49:00 PM,2018/12/19,20:49,2018,Wednesday,2018/12/19 08:49:00 PM,75002107041,750021,180952498,,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,,,Out of SF,,,,,
2018/12/19 06:30:00 PM,2018/12/19,18:30,2018,Wednesday,2018/12/19 06:43:00 PM,75002204013,750022,180955022,183533360,II,Initial,,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,MCALLISTER ST \ MARKET ST,30740000,Tenderloin,Tenderloin,6,37.78117721773047,-122.41169993118794,"(37.78117721773047, -122.41169993118794)"
2018/12/19 06:20:00 PM,2018/12/19,18:20,2018,Wednesday,2018/12/19 06:20:00 PM,75002363010,750023,180800370,183532681,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,17TH ST \ HOFF ST,24176000,Mission,Mission,9,37.76337555115752,-122.42043281853437,"(37.76337555115752, -122.42043281853437)"
2018/12/14 03:10:00 AM,2018/12/14,03:10,2018,Friday,2018/12/19 08:38:00 PM,75002406302,750024,180955373,183532386,II,Initial,,06302,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $50-$200",Open or Active,ANGELOS ALY \ JULIA ST \ MISSION ST,24317000,Southern,South of Market,6,37.77804532780479,-122.4124133449216,"(37.77804532780479, -122.4124133449216)"
2018/12/19 08:30:00 PM,2018/12/19,20:30,2018,Wednesday,2018/12/19 08:30:00 PM,75002672000,750026,180955317,183533609,II,Initial,,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,SUTTER ST \ BRODERICK ST,26809000,Richmond,Japantown,5,37.78503589838039,-122.44153717409976,"(37.78503589838039, -122.44153717409976)"
2018/12/19 01:03:00 PM,2018/12/19,13:03,2018,Wednesday,2018/12/19 01:03:00 PM,75002865010,750028,180953957,183532021,II,Initial,,65010,Traffic Violation Arrest,Traffic Violation Arrest,Traffic Violation Arrest,Cite or Arrest Adult,VALENCIA ST \ 14TH ST,24378000,Mission,Mission,8,37.7681396823622,-122.42219917520208,"(37.7681396823622, -122.42219917520208)"
2018/12/19 01:03:00 PM,2018/12/19,13:03,2018,Wednesday,2018/12/19 01:03:00 PM,75002865015,750028,180953957,183532021,II,Initial,,65015,Other Miscellaneous,Other,"Driving, No License Issued",Cite or Arrest Adult,VALENCIA ST \ 14TH ST,24378000,Mission,Mission,8,37.7681396823622,-122.42219917520208,"(37.7681396823622, -122.42219917520208)"
2018/12/19 08:33:00 PM,2018/12/19,20:33,2018,Wednesday,2018/12/19 08:47:00 PM,75002904134,750029,180955389,183533747,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,FULTON ST \ LA PLAYA,27978000,Richmond,Outer Richmond,1,37.771396030943585,-122.50989475109745,"(37.771396030943585, -122.50989475109745)"
2018/12/19 08:33:00 PM,2018/12/19,20:33,2018,Wednesday,2018/12/19 08:47:00 PM,75002919090,750029,180955389,183533747,II,Initial,,19090,Disorderly Conduct,Drunkenness,"Alcohol, Under Influence Of In Public Place",Open or Active,FULTON ST \ LA PLAYA,27978000,Richmond,Outer Richmond,1,37.771396030943585,-122.50989475109745,"(37.771396030943585, -122.50989475109745)"
2018/12/19 05:45:00 PM,2018/12/19,17:45,2018,Wednesday,2018/12/19 05:50:00 PM,75003164085,750031,180937804,183533121,IS,Initial Supplement,,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,TURK ST \ JONES ST,24923000,Tenderloin,Tenderloin,6,37.783004077643476,-122.4124117474483,"(37.783004077643476, -122.4124117474483)"
2018/12/19 03:10:00 PM,2018/12/19,15:10,2018,Wednesday,2018/12/19 08:19:00 PM,75003206244,750032,180955298,183533633,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,LARKIN ST \ BUSH ST,25204000,Northern,Nob Hill,3,37.78890961112855,-122.41865587356023,"(37.78890961112855, -122.41865587356023)"
2018/12/19 11:40:00 AM,2018/12/19,11:40,2018,Wednesday,2018/12/19 10:00:00 PM,75003607043,750036,180934662,183531690,IS,Initial Supplement,,07043,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Motorcycle",Cite or Arrest Adult,LARKIN ST \ BUSH ST,25204000,Northern,Nob Hill,3,37.78890961112855,-122.41865587356023,"(37.78890961112855, -122.41865587356023)"
2018/12/19 11:40:00 AM,2018/12/19,11:40,2018,Wednesday,2018/12/19 10:00:00 PM,75003616620,750036,180934662,183531690,IS,Initial Supplement,,16620,Drug Offense,Drug Violation,Cocaine Offense,Cite or Arrest Adult,LARKIN ST \ BUSH ST,25204000,Northern,Nob Hill,3,37.78890961112855,-122.41865587356023,"(37.78890961112855, -122.41865587356023)"
2018/12/19 11:40:00 AM,2018/12/19,11:40,2018,Wednesday,2018/12/19 10:00:00 PM,75003671012,750036,180934662,183531690,IS,Initial Supplement,,71012,Other Offenses,Other Offenses,"License Plate, Recovered",Cite or Arrest Adult,LARKIN ST \ BUSH ST,25204000,Northern,Nob Hill,3,37.78890961112855,-122.41865587356023,"(37.78890961112855, -122.41865587356023)"
2018/12/19 07:25:00 PM,2018/12/19,19:25,2018,Wednesday,2018/12/19 07:32:00 PM,75003804134,750038,180955204,183533531,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,FRESNO ST \ GRANT AVE,25331000,Central,North Beach,3,37.79848980264107,-122.40714883800165,"(37.79848980264107, -122.40714883800165)"
2018/12/19 06:30:00 PM,2018/12/19,18:30,2018,Wednesday,2018/12/19 08:46:00 PM,75004106243,750041,180955351,183533787,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,GOUGH ST \ HAIGHT ST \ MARKET ST,30753000,Southern,Hayes Valley,5,37.77303605003146,-122.42194124860255,"(37.77303605003146, -122.42194124860255)"
2018/12/19 03:00:00 PM,2018/12/19,15:00,2018,Wednesday,2018/12/19 03:10:00 PM,75004264020,750042,180954422,183532472,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,MISSION ST \ LAFAYETTE ST,24364000,Southern,Mission,6,37.773474419099585,-122.41803023409047,"(37.773474419099585, -122.41803023409047)"
2018/12/19 03:21:00 PM,2018/12/19,15:21,2018,Wednesday,2018/12/19 03:27:00 PM,75004364020,750043,180954494,183532563,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,POST ST \ LARKIN ST,25167000,Northern,Tenderloin,6,37.787037946181535,-122.41827098126804,"(37.787037946181535, -122.41827098126804)"
2018/12/19 03:43:00 PM,2018/12/19,15:43,2018,Wednesday,2018/12/19 03:43:00 PM,75004664020,750046,180954591,183532649,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,TENNESSEE ST \ 22ND ST,23558000,Bayview,Potrero Hill,10,37.757883662734024,-122.38924822480189,"(37.757883662734024, -122.38924822480189)"
2018/12/19 05:20:00 PM,2018/12/19,17:20,2018,Wednesday,2018/12/19 07:18:00 PM,75004906244,750049,180955141,183533496,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,IRIS AVE \ MAYFAIR DR,26936000,Richmond,Presidio Heights,2,37.7858717043621,-122.4520699566165,"(37.7858717043621, -122.4520699566165)"
2018/12/17 11:01:00 PM,2018/12/17,23:01,2018,Monday,2018/12/17 11:06:00 PM,75005103071,750051,180950088,183514321,IS,Initial Supplement,,03071,Robbery,Robbery - Other,"Robbery, W/ Gun",Cite or Arrest Adult,FOLSOM ST \ 19TH ST,24123000,Mission,Mission,9,37.76049887140056,-122.41484189286116,"(37.76049887140056, -122.41484189286116)"
2018/12/19 08:50:00 PM,2018/12/19,20:50,2018,Wednesday,2018/12/19 08:59:00 PM,75005203074,750052,180955414,183533822,II,Initial,,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,PACIFIC AVE \ DIVISADERO ST,26858000,Northern,Pacific Heights,2,37.792510645722174,-122.44133285977138,"(37.792510645722174, -122.44133285977138)"
2018/12/19 07:00:00 PM,2018/12/19,19:00,2018,Wednesday,2018/12/19 10:18:00 PM,75005506243,750055,180955549,183534092,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,KEARNY ST \ CLAY ST,24770000,Central,Chinatown,3,37.79445300351448,-122.40479647356554,"(37.79445300351448, -122.40479647356554)"
2018/12/19 10:18:00 PM,2018/12/19,22:18,2018,Wednesday,2018/12/19 10:18:00 PM,75005627195,750056,180955577,183534089,II,Initial,,27195,Other Miscellaneous,Trespass,Trespassing,Cite or Arrest Adult,SYCAMORE ST \ VALENCIA ST,24172000,Mission,Mission,8,37.76257883049033,-122.42166247826907,"(37.76257883049033, -122.42166247826907)"
2018/12/19 05:00:00 PM,2018/12/19,17:00,2018,Wednesday,2018/12/19 08:36:00 PM,75006006244,750060,180955339,183533742,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,KEARNY ST \ FRANCISCO ST,25385000,Central,North Beach,3,37.805494467998535,-122.40695663340361,"(37.805494467998535, -122.40695663340361)"
2018/12/19 08:45:00 PM,2018/12/19,20:45,2018,Wednesday,2018/12/19 10:47:00 PM,75006464085,750064,180955680,183533777,II,Initial,,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,LOOMIS ST \ OAKDALE AVE,20813000,Bayview,Bayview Hunters Point,10,37.74252073319404,-122.40430629342,"(37.74252073319404, -122.40430629342)"
2018/12/19 10:20:00 PM,2018/12/19,22:20,2018,Wednesday,2018/12/19 10:27:00 PM,75006603074,750066,180955646,183534121,II,Initial,,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,TAYLOR ST \ SUTTER ST,24958000,Central,Nob Hill,3,37.78880754257507,-122.41188565874671,"(37.78880754257507, -122.41188565874671)"
2018/12/19 08:30:00 PM,2018/12/19,20:30,2018,Wednesday,2018/12/19 09:25:00 PM,75006806244,750068,180955464,183533930,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,WEBSTER ST \ POST ST,26591000,Northern,Japantown,5,37.78537264618818,-122.43136639807875,"(37.78537264618818, -122.43136639807875)"
2018/12/07 12:05:00 AM,2018/12/07,00:05,2018,Friday,2018/12/07 12:05:00 AM,74562303011,745623,180919498,183400316,IS,Initial Supplement,,03011,Robbery,Robbery - Street,"Robbery, Street or Public Place, W/ Gun",Open or Active,QUESADA AVE \ JENNINGS ST,20153000,Bayview,Bayview Hunters Point,10,37.73016676314127,-122.38585274114044,"(37.73016676314127, -122.38585274114044)"
2018/12/07 12:05:00 AM,2018/12/07,00:05,2018,Friday,2018/12/07 12:05:00 AM,74562304011,745623,180919498,183400316,IS,Initial Supplement,,04011,Assault,Aggravated Assault,"Assault, Aggravated, W/ Gun",Open or Active,QUESADA AVE \ JENNINGS ST,20153000,Bayview,Bayview Hunters Point,10,37.73016676314127,-122.38585274114044,"(37.73016676314127, -122.38585274114044)"
2018/12/07 12:40:00 PM,2018/12/07,12:40,2018,Friday,2018/12/07 02:04:00 PM,74667305153,746673,180923217,183412167,II,Initial,,05153,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",Open or Active,BRANNAN ST \ 09TH ST,23881000,Southern,South of Market,6,37.77004977136961,-122.40700149161678,"(37.77004977136961, -122.40700149161678)"
2018/12/07 12:40:00 PM,2018/12/07,12:40,2018,Friday,2018/12/07 02:04:00 PM,74667306374,746673,180923217,183412167,II,Initial,,06374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,BRANNAN ST \ 09TH ST,23881000,Southern,South of Market,6,37.77004977136961,-122.40700149161678,"(37.77004977136961, -122.40700149161678)"
2018/12/19 10:55:00 AM,2018/12/19,10:55,2018,Wednesday,2018/12/19 11:02:00 AM,74988228100,749882,180953628,183531454,II,Initial,,28100,Malicious Mischief,Vandalism,"Malicious Mischief, Breaking Windows",Open or Active,DE HARO ST \ 15TH ST,23849000,Southern,Mission Bay,10,37.767430775982845,-122.40184250506094,"(37.767430775982845, -122.40184250506094)"
2018/12/18 10:45:00 PM,2018/12/18,22:45,2018,Tuesday,2018/12/19 09:46:00 AM,74989906244,749899,180953286,183531143,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,ARGUELLO BLVD \ CARL ST,27062000,Park,Inner Sunset,5,37.76481006765861,-122.45771818958592,"(37.76481006765861, -122.45771818958592)"
2018/12/19 01:40:00 PM,2018/12/19,13:40,2018,Wednesday,2018/12/19 02:07:00 PM,74990806314,749908,180954165,183532267,II,Initial,,06314,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, >$950",Open or Active,POWELL ST \ POST ST,24918000,Northern,Financial District/South Beach,3,37.78829319282882,-122.40840155198468,"(37.78829319282882, -122.40840155198468)"
2018/12/19 03:40:00 PM,2018/12/19,15:40,2018,Wednesday,2018/12/19 05:29:00 PM,74996306244,749963,180954814,183533095,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,STOCKTON ST \ BAY ST,25410000,Central,North Beach,3,37.8060277166905,-122.41031084283831,"(37.8060277166905, -122.41031084283831)"
2018/12/19 02:40:00 PM,2018/12/19,14:40,2018,Wednesday,2018/12/19 05:06:00 PM,74999061030,749990,180954808,183532991,II,Initial,,61030,Other,Other,"Death Report, Cause Unknown",Open or Active,POWELL ST \ OFARRELL ST,24904000,Central,Tenderloin,3,37.78640961281089,-122.40803623744476,"(37.78640961281089, -122.40803623744476)"
2018/12/18 08:30:00 PM,2018/12/18,20:30,2018,Tuesday,2018/12/19 10:44:00 AM,74999506364,749995,180954676,183531381,II,Initial,,06364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Open or Active,MARKET ST \ POWELL ST,34016000,Tenderloin,Financial District/South Beach,3,37.784560141211806,-122.40733704162238,"(37.784560141211806, -122.40733704162238)"
2018/12/19 12:00:00 PM,2018/12/19,12:00,2018,Wednesday,2018/12/19 04:47:00 PM,74999606244,749996,180954773,183532907,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,THE EMBARCADERO \ BATTERY ST \ LOMBARD ST,24819000,Central,Financial District/South Beach,3,37.804072249404626,-122.4019734281221,"(37.804072249404626, -122.4019734281221)"
2018/12/19 05:59:00 PM,2018/12/19,17:59,2018,Wednesday,2018/12/19 05:59:00 PM,74999704134,749997,180954961,183533209,II,Initial,,04134,Assault,Simple Assault,Battery,Open or Active,04TH ST \ ELLIS ST \ MARKET ST \ STOCKTON ST,24892000,Tenderloin,South of Market,6,37.78574398866823,-122.4058310124795,"(37.78574398866823, -122.4058310124795)"
2018/12/19 05:59:00 PM,2018/12/19,17:59,2018,Wednesday,2018/12/19 05:59:00 PM,74999763010,749997,180954961,183533209,II,Initial,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Open or Active,04TH ST \ ELLIS ST \ MARKET ST \ STOCKTON ST,24892000,Tenderloin,South of Market,6,37.78574398866823,-122.4058310124795,"(37.78574398866823, -122.4058310124795)"
2018/12/18 08:45:00 PM,2018/12/18,20:45,2018,Tuesday,2018/12/19 08:45:00 PM,75001907041,750019,180955420,183533778,VI,Vehicle Initial,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Cite or Arrest Adult,LARKIN ST \ HAYES ST,30744000,Tenderloin,Tenderloin,6,37.777722750028566,-122.41640107183976,"(37.777722750028566, -122.41640107183976)"
2018/12/19 08:02:00 PM,2018/12/19,20:02,2018,Wednesday,2018/12/19 08:07:00 PM,75002704013,750027,180955282,183533646,II,Initial,,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Cite or Arrest Adult,VALENCIA ST \ 20TH ST,24153000,Mission,Mission,9,37.758498507780814,-122.42127173012831,"(37.758498507780814, -122.42127173012831)"
2018/12/19 08:30:00 PM,2018/12/19,20:30,2018,Wednesday,2018/12/19 08:40:00 PM,75003003074,750030,180955345,183533753,II,Initial,,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,ASHBURY ST \ OAK ST,26346000,Park,Haight Ashbury,5,37.771877741508256,-122.44731242191851,"(37.771877741508256, -122.44731242191851)"
2018/12/19 05:56:00 PM,2018/12/19,17:56,2018,Wednesday,2018/12/19 06:01:00 PM,75003503042,750035,180954927,183533213,II,Initial,,03042,Robbery,Robbery - Commercial,"Robbery, Chain Store, W/ Knife",Open or Active,BUSH ST \ SANSOME ST,24679000,Central,Financial District/South Beach,3,37.7911771722094,-122.40074402274553,"(37.7911771722094, -122.40074402274553)"
2018/12/19 03:00:00 AM,2018/12/19,03:00,2018,Wednesday,2018/12/19 08:00:00 PM,75003728150,750037,180955232,183533260,II,Initial,,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,CAPITOL AVE \ DE MONTFORT AVE,22592000,Taraval,Oceanview/Merced/Ingleside,7,37.72365245123707,-122.45920999929022,"(37.72365245123707, -122.45920999929022)"
2018/12/19 08:15:00 PM,2018/12/19,20:15,2018,Wednesday,2018/12/19 11:29:00 PM,75003906244,750039,180955533,183534049,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,03RD ST \ TOWNSEND ST,23807000,Southern,Mission Bay,6,37.778851716626704,-122.39274978789828,"(37.778851716626704, -122.39274978789828)"
2018/12/05 12:00:00 PM,2018/12/05,12:00,2018,Wednesday,2018/12/19 03:10:00 PM,75004061030,750040,180954698,183532530,II,Initial,,61030,Other,Other,"Death Report, Cause Unknown",Open or Active,GRANADA AVE \ OCEAN AVE,22591000,Taraval,Oceanview/Merced/Ingleside,7,37.724137986529655,-122.45734095392896,"(37.724137986529655, -122.45734095392896)"
2018/12/19 09:06:00 PM,2018/12/19,21:06,2018,Wednesday,2018/12/19 09:06:00 PM,75004507045,750045,180885968,,VS,Vehicle Supplement,,07045,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Truck",Open or Active,,,Out of SF,,,,,
2018/12/12 09:00:00 AM,2018/12/12,09:00,2018,Wednesday,2018/12/19 06:47:00 PM,75004864070,750048,180955088,183533388,II,Initial,,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,19TH AVE \ SLOAT BLVD,23149000,Taraval,Sunset/Parkside,7,37.7346255713805,-122.47510247123125,"(37.7346255713805, -122.47510247123125)"
2018/12/12 09:00:00 AM,2018/12/12,09:00,2018,Wednesday,2018/12/19 06:47:00 PM,75004872000,750048,180955088,183533388,II,Initial,,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,19TH AVE \ SLOAT BLVD,23149000,Taraval,Sunset/Parkside,7,37.7346255713805,-122.47510247123125,"(37.7346255713805, -122.47510247123125)"
2018/12/19 09:00:00 PM,2018/12/19,21:00,2018,Wednesday,2018/12/19 10:30:00 PM,75005306244,750053,180955652,183534153,II,Initial,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AMAZON AVE \ LONDON ST,21732000,Ingleside,Excelsior,11,37.716958530279314,-122.43964030596055,"(37.716958530279314, -122.43964030596055)"
2018/12/19 04:10:00 PM,2018/12/19,16:10,2018,Wednesday,2018/12/19 04:16:00 PM,75005715162,750057,180954751,183532757,II,Initial,,15162,Offences Against The Family And Children,Other,Violation of Stay Away Order,Cite or Arrest Adult,GRANADA AVE \ OCEAN AVE,22586000,Taraval,Oceanview/Merced/Ingleside,7,37.72410168300006,-122.45716900223259,"(37.72410168300006, -122.45716900223259)"
2018/12/19 07:12:00 PM,2018/12/19,19:12,2018,Wednesday,2018/12/19 07:27:00 PM,75005803074,750058,180955179,183533498,II,Initial,,03074,Robbery,Robbery - Other,"Robbery, W/ Force",Open or Active,PACIFIC AVE \ GRANT AVE,25032000,Central,Chinatown,3,37.79690190460764,-122.40682767877995,"(37.79690190460764, -122.40682767877995)"
2018/12/19 07:12:00 PM,2018/12/19,19:12,2018,Wednesday,2018/12/19 07:27:00 PM,75005804138,750058,180955179,183533498,II,Initial,,04138,Assault,Simple Assault,"Battery, former Spouse or Dating Relationship",Open or Active,PACIFIC AVE \ GRANT AVE,25032000,Central,Chinatown,3,37.79690190460764,-122.40682767877995,"(37.79690190460764, -122.40682767877995)"
2018/12/19 07:12:00 PM,2018/12/19,19:12,2018,Wednesday,2018/12/19 07:27:00 PM,75005815151,750058,180955179,183533498,II,Initial,,15151,Offences Against The Family And Children,Other,"Stay Away Order Violation, DVU related",Open or Active,PACIFIC AVE \ GRANT AVE,25032000,Central,Chinatown,3,37.79690190460764,-122.40682767877995,"(37.79690190460764, -122.40682767877995)"
2018/12/18 09:30:00 PM,2018/12/18,21:30,2018,Tuesday,2018/12/19 04:30:00 PM,75005906243,750059,180954870,183532836,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,17TH ST \ POTRERO AVE,24020000,Mission,Mission,10,37.76448782858365,-122.4074197397518,"(37.76448782858365, -122.4074197397518)"
2018/12/19 07:00:00 PM,2018/12/19,19:00,2018,Wednesday,2018/12/19 10:24:00 PM,75006106243,750061,180955561,183534114,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,KEARNY ST \ CLAY ST,24770000,Central,Chinatown,3,37.79445300351448,-122.40479647356554,"(37.79445300351448, -122.40479647356554)"
2018/12/19 02:30:00 PM,2018/12/19,14:30,2018,Wednesday,2018/12/19 07:39:00 PM,75006207041,750062,180951161,183520624,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,GARCES DR \ ARBALLO DR,22568000,Taraval,Lakeshore,7,37.71624646103806,-122.4832748938805,"(37.71624646103806, -122.4832748938805)"
2018/12/19 06:00:00 PM,2018/12/19,18:00,2018,Wednesday,2018/12/19 11:11:00 PM,75006506243,750065,180955696,183534237,II,Initial,,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,17TH ST \ MISSION ST,24165000,Mission,Mission,9,37.763429272147256,-122.41951273794947,"(37.763429272147256, -122.41951273794947)"
2018/12/18 05:30:00 PM,2018/12/18,17:30,2018,Tuesday,2018/12/19 09:21:00 PM,75006715500,750067,180953311,183531206,IS,Initial Supplement,,15500,Offences Against The Family And Children,Other,Juvenile Involved (secondary code),Open or Active,SANTA MARINA ST \ BROOK ST \ MISSION ST,21264000,Ingleside,Bernal Heights,9,37.740641885209456,-122.42308990816927,"(37.740641885209456, -122.42308990816927)"
2018/12/18 05:30:00 PM,2018/12/18,17:30,2018,Tuesday,2018/12/19 09:21:00 PM,75006775000,750067,180953311,183531206,IS,Initial Supplement,,75000,Missing Person,Missing Person,Found Person,Open or Active,SANTA MARINA ST \ BROOK ST \ MISSION ST,21264000,Ingleside,Bernal Heights,9,37.740641885209456,-122.42308990816927,"(37.740641885209456, -122.42308990816927)"
2018/12/19 11:15:00 AM,2018/12/19,11:15,2018,Wednesday,2018/12/19 06:00:00 PM,75006919057,750069,180954949,183533286,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,FONT BLVD \ CHUMASERO DR,33479000,Taraval,Lakeshore,7,37.71501138834774,-122.47299095912123,"(37.71501138834774, -122.47299095912123)"
2018/12/19 11:21:00 PM,2018/12/19,23:21,2018,Wednesday,2018/12/19 11:25:00 PM,75007160060,750071,180955737,183534261,II,Initial,,60060,Suicide,Suicide,"Suicide By Ingestion, Att.",Open or Active,06TH ST \ TEHAMA ST,24280000,Southern,South of Market,6,37.779314673752964,-122.4066282007833,"(37.779314673752964, -122.4066282007833)"
2018/12/19 11:21:00 PM,2018/12/19,23:21,2018,Wednesday,2018/12/19 11:25:00 PM,75007164020,750071,180955737,183534261,II,Initial,,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,06TH ST \ TEHAMA ST,24280000,Southern,South of Market,6,37.779314673752964,-122.4066282007833,"(37.779314673752964, -122.4066282007833)"
2018/12/19 09:25:00 PM,2018/12/19,21:25,2018,Wednesday,2018/12/19 09:31:00 PM,75007215161,750072,180955511,183533950,II,Initial,,15161,Offences Against The Family And Children,Other,Violation of Restraining Order,Open or Active,ANDOVER ST \ RICHLAND AVE,21200000,Ingleside,Bernal Heights,9,37.73560466456792,-122.41675952114524,"(37.73560466456792, -122.41675952114524)"
2018/12/19 08:45:00 PM,2018/12/19,20:45,2018,Wednesday,2018/12/19 08:45:00 PM,75007365016,750073,180955470,183533783,II,Initial,,65016,Other Miscellaneous,Other,"Driving, License Suspended or Revoked",Cite or Arrest Adult,MISSION ST \ ONONDAGA AVE,21751000,Ingleside,Excelsior,11,37.72116354747668,-122.43746114104351,"(37.72116354747668, -122.43746114104351)"
2018/12/19 05:20:00 PM,2018/12/19,17:20,2018,Wednesday,2018/12/20 12:01:00 AM,75007406244,750074,180955141,183533496,IS,Initial Supplement,,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,IRIS AVE \ MAYFAIR DR,26936000,Richmond,Presidio Heights,2,37.7858717043621,-122.4520699566165,"(37.7858717043621, -122.4520699566165)"
2018/12/18 04:45:00 PM,2018/12/18,16:45,2018,Tuesday,2018/12/19 11:00:00 PM,75007506232,750075,180955715,183534256,II,Initial,,06232,Larceny Theft,Larceny - Auto Parts,"Theft, Vehicle Strip, $50-$200",Open or Active,SANTA BARBARA AVE \ HEAD ST,33443000,Taraval,Outer Mission,11,37.70916184592892,-122.46433856617756,"(37.70916184592892, -122.46433856617756)"
2018/12/19 12:45:00 PM,2018/12/19,12:45,2018,Wednesday,2018/12/19 12:45:00 PM,75007663010,750076,180864865,183534332,IS,Initial Supplement,,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,WILLIAMS AVE \ NEPTUNE ST,20537000,Bayview,Bayview Hunters Point,10,37.72990988256753,-122.39717687851248,"(37.72990988256753, -122.39717687851248)"
2018/12/20 12:00:00 AM,2018/12/20,00:00,2018,Thursday,2018/12/20 12:00:00 AM,75007807045,750078,180955254,183534107,VS,Vehicle Supplement,,07045,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Truck",Open or Active,FREMONT ST \ HOWARD ST,24527000,Southern,Financial District/South Beach,6,37.78923469828019,-122.39515093292349,"(37.78923469828019, -122.39515093292349)"
2018/12/19 10:00:00 PM,2018/12/19,22:00,2018,Wednesday,2018/12/19 10:00:00 PM,75007927175,750079,180955630,183534035,II,Initial,,27175,Other Miscellaneous,Other,Evading a Police Officer Recklessly,Cite or Arrest Adult,WILLIE B KENNEDY DR \ HUDSON AVE,34015000,Bayview,Bayview Hunters Point,10,37.733373030798255,-122.3820300354796,"(37.733373030798255, -122.3820300354796)"
